,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp
4226,1057,0.0645,530.5,300,281,474,386,56,98,9,0.667026724,0.673602347,0.011708312,0.009955588,3.536666667,1.873333333,290.5,193,-0.056912292,0.40852872,0.498937991,25,47,14,21,8,13,4,8,4,4,0,4,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,1057,0.0645,530.5,300,247.5,427.5,360,66,114,18,0.667026724,0.673602347,0.011708312,0.008148148,3.536666667,1.65,290.5,180,-0.022242155,0.394054354,0.452613815,25,52,16,21,5,16,6,5,2,6,2,2,0,2,1,0,0,1,3,0,0,3,4,0,0,4,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,1058,0.0645,541.5,300,0,0,0,408,132,6,0.6940492,0,0.539967138,0,3.61,0,115.5,0,0,0,0,351,21,28,102,24,5,3,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,1058,0.0645,541.5,300,0,0,0,452,88,6,0.6940492,0,0.539967138,0,3.61,0,115.5,0,0,0,0,351,20,79,59,19,4,2,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,1058,0.0645,541.5,300,286,490,408,41,91,9,0.6940492,0.69597693,0.016548725,0.011496265,3.61,1.906666667,291.5,204,-0.025985743,0.229077568,0.37155131,21,57,8,17,7,7,0,5,2,0,0,2,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,1058,0.0645,541.5,300,318,533,430,31,79,6,0.6940492,0.69597693,0.016548725,0.012353267,3.61,2.12,291.5,215,-0.014528812,0.229077568,0.330203622,21,54,7,15,1,7,2,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,1059,0.0645,580,300,0,0,0,428,112,5,0.687346484,0,0.539507392,0,3.866666667,0,118.5,0,0,0,0,398,11,8,95,20,2,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,1059,0.0645,580,300,0,0,0,426,114,6,0.687346484,0,0.539507392,0,3.866666667,0,118.5,0,0,0,0,398,11,10,99,16,2,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,1059,0.0645,580,300,344,566,444,25,71,6,0.687346484,0.705460551,0.009515139,0.011729587,3.866666667,2.293333333,293.5,222,0.002708129,0.46011984,0.46011984,16,52,5,10,2,5,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,1059,0.0645,580,300,344,561,434,27,79,6,0.687346484,0.669409873,0.009515139,0.009949894,3.866666667,2.293333333,293.5,217,-0.040027047,0.380359857,0.47077376,16,54,7,14,3,7,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,1060,0.0645,549.5,300,0,0,0,446,94,6,0.678073965,0,0.523639513,0,3.663333333,0,110,0,0,0,0,372,19,38,66,34,1,0,8,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,1060,0.0645,549.5,300,0,0,0,454,86,5,0.678073965,0,0.523639513,0,3.663333333,0,110,0,0,0,0,372,16,64,64,18,4,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,1060,0.0645,549.5,300,297,502,410,37,93,6,0.678073965,0.689517956,0.015251617,0.008855981,3.663333333,1.98,292.5,205,-0.004296416,0.52010184,0.492520521,22,57,8,21,4,8,3,4,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,1060,0.0645,549.5,300,287.5,488.5,402,42,96,9,0.678073965,0.666629974,0.015251617,0.008605781,3.663333333,1.916666667,292.5,201,0.014968853,0.438457516,0.431483042,22,59,12,18,1,11,3,1,1,3,0,1,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,1061,0.0645,576,300,0,0,0,424,116,7,0.676583695,0,0.565595281,0,3.84,0,144,0,0,0,0,305,19,67,71,34,17,13,7,4,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,1061,0.0645,576,300,0,0,0,436,104,5,0.676583695,0,0.565595281,0,3.84,0,144,0,0,0,0,305,27,104,67,24,8,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,1061,0.0645,576,300,323.5,538.5,430,29,81,5,0.676583695,0.69247082,0.014228513,0.024291251,3.84,2.156666667,292,215,0.012695791,0.485259973,0.235694971,18,55,8,15,3,8,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,1061,0.0645,576,300,324,536,424,35,81,9,0.676583695,0.69247082,0.014228513,0.014418613,3.84,2.16,292,212,0.027452111,0.306317482,0.426958656,18,52,7,14,6,6,0,5,3,0,0,3,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,1062,0.0645,543.5,300,0,0,0,445,95,5,0.693566639,0,0.56048181,0,3.623333333,0,110.5,0,0,0,0,351,23,72,64,21,5,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,1062,0.0645,543.5,300,0,0,0,433,107,7,0.693566639,0,0.56048181,0,3.623333333,0,110.5,0,0,0,0,351,17,44,78,36,1,0,9,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,1062,0.0645,543.5,300,267.5,460.5,386,49,105,9,0.693566639,0.695570057,0.013503321,0.01208981,3.623333333,1.783333333,293,193,0.002418496,0.27812186,0.482075066,20,58,11,18,12,11,0,12,5,0,0,5,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,1062,0.0645,543.5,300,315,529,428,34,78,7,0.693566639,0.695570057,0.013503321,0.010056001,3.623333333,2.1,293,214,0.040618559,0.34732975,0.376735345,20,52,4,12,9,4,0,9,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,1063,0.0645,542.5,300,1,3,4,437,99,7,0.691408487,0.566879969,0.536496516,0,3.616666667,0.006666667,107,2,nan,0.518549789,0.518549789,386,11,13,73,34,0,0,11,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,1063,0.0645,542.5,300,0,0,0,437,103,7,0.691408487,0,0.536496516,0,3.616666667,0,107,0,0,0,0,386,13,34,79,15,5,0,4,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,1063,0.0645,542.5,300,298.5,511.5,426,28,86,6,0.691408487,0.670051858,0.008324434,0.008227141,3.616666667,1.99,293.5,213,0.027469878,0.37266571,0.37266571,16,59,9,15,0,9,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,1063,0.0645,542.5,300,319,536,434,33,73,7,0.691408487,0.693173507,0.008324434,0.010324775,3.616666667,2.126666667,293.5,217,-0.006419875,0.435617346,0.33539241,16,45,9,13,6,7,1,6,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,1064,0.0645,578.5,300,0,0,0,412,128,5,0.668952715,0,0.539338248,0,3.856666667,0,114,0,0,0,0,363,12,27,108,22,3,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,1064,0.0645,578.5,300,0,0,0,433,107,6,0.668952715,0,0.539338248,0,3.856666667,0,114,0,0,0,0,363,18,33,80,35,1,0,8,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,1064,0.0645,578.5,300,317,525,416,36,88,7,0.668952715,0.666615114,0.009663962,0.011504121,3.856666667,2.113333333,291.5,208,-0.018913914,0.522557808,0.557765931,23,57,9,19,3,8,0,3,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,1064,0.0645,578.5,300,317,524,414,39,87,8,0.668952715,0.667688213,0.009663962,0.013497815,3.856666667,2.113333333,291.5,207,-0.081964308,0.341778441,0.500500594,23,53,12,19,2,11,1,2,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,1065,0.0645,576,300,0,0,0,435,105,7,0.692344206,0,0.558477616,0,3.84,0,112,0,0,0,0,349,16,31,78,52,3,1,7,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,1065,0.0645,576,300,0,0,0,404,136,7,0.692344206,0,0.558477616,0,3.84,0,112,0,0,0,0,349,20,8,105,45,0,0,9,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,1065,0.0645,576,300,312,514,404,41,95,12,0.692344206,0.689904533,0.019839585,0.013757269,3.84,2.08,294,202,0.003063505,0.454147915,0.581963014,20,56,9,19,5,8,4,5,0,4,1,0,0,1,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,1065,0.0645,576,300,288,486,396,44,100,10,0.692344206,0.694783878,0.019839585,0.019348244,3.84,1.92,294,198,-0.018446838,0.348097587,0.325469932,20,56,7,20,1,7,11,1,0,11,4,0,0,4,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,1066,0.0645,548.5,300,1,3,4,439,97,5,0.686946544,0.53881409,0.569913961,0,3.656666667,0.006666667,128,2,nan,0.371829734,0.371829734,427,10,4,84,8,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,1066,0.0645,548.5,300,1,3,4,463,73,7,0.686946544,0.578966384,0.569913961,0,3.656666667,0.006666667,128,2,nan,0.412986884,0.412986884,427,10,19,55,15,2,0,4,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,1066,0.0645,548.5,300,311,515,408,41,91,7,0.686946544,0.69310631,0.007760596,0.007164255,3.656666667,2.073333333,290,204,-0.077746129,0.31855398,0.31855398,26,55,9,23,4,7,1,4,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,1066,0.0645,548.5,300,315,520,410,41,89,9,0.686946544,0.69310631,0.007760596,0.011010453,3.656666667,2.1,290,205,-0.03888618,0.312254859,0.312254859,26,51,6,23,5,6,2,5,1,2,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,1067,0.0645,568,300,0,0,0,410,130,5,0.658957063,0,0.505901061,0,3.786666667,0,145.5,0,0,0,0,367,20,25,105,18,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,1067,0.0645,568,300,0,0,0,443,97,5,0.658957063,0,0.505901061,0,3.786666667,0,145.5,0,0,0,0,367,20,44,65,30,4,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,1067,0.0645,568,300,311.5,513.5,404,41,95,7,0.658957063,0.660907587,0.01156151,0.014613783,3.786666667,2.076666667,292,202,-0.082594746,0.502860254,0.5515528,23,57,10,20,5,10,2,5,1,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,1067,0.0645,568,300,322.5,531.5,418,36,86,5,0.658957063,0.673428573,0.01156151,0.01728374,3.786666667,2.15,292,209,-0.021397085,0.48917831,0.503406234,23,52,10,21,3,10,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,1068,0.0645,565.5,300,0,0,0,418,122,5,0.663891477,0,0.529870342,0,3.77,0,101.5,0,0,0,0,389,11,1,98,28,0,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,1068,0.0645,565.5,300,0,0,0,431,109,7,0.663891477,0,0.529870342,0,3.77,0,101.5,0,0,0,0,389,14,15,90,23,1,2,3,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,1068,0.0645,565.5,300,306,516,420,34,86,6,0.663891477,0.683879745,0.012296884,0.015396825,3.77,2.04,292.5,210,0.019923958,0.37751026,0.399293332,24,57,6,19,3,6,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,1068,0.0645,565.5,300,319.5,530.5,422,37,81,7,0.663891477,0.683879745,0.012296884,0.012547958,3.77,2.13,292.5,211,-0.012319837,0.480067464,0.435533095,24,49,5,19,3,5,3,3,2,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,1069,0.0645,533.5,300,0,0,0,478,62,6,0.671233751,0,0.550797904,0,3.556666667,0,62.5,0,0,0,0,438,10,29,47,9,1,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,1069,0.0645,533.5,300,0,0,0,452,88,5,0.671233751,0,0.550797904,0,3.556666667,0,62.5,0,0,0,0,438,7,2,77,12,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,1069,0.0645,533.5,300,257.5,443.5,372,59,109,11,0.671233751,0.674887089,0.014686997,0.017460317,3.556666667,1.716666667,290.5,186,-0.094392411,0.522537519,0.483118639,29,55,10,24,13,10,2,13,3,2,0,3,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,1069,0.0645,533.5,300,280.5,477.5,394,53,93,9,0.671233751,0.692504725,0.014686997,0.012466763,3.556666667,1.87,290.5,197,-0.115132944,0.433124457,0.530899073,29,48,10,21,7,10,2,7,3,2,0,3,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,1070,0.0645,554,300,0,0,0,442,98,6,0.66918674,0,0.555684057,0,3.693333333,0,73.5,0,0,0,0,410,15,14,79,16,2,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,1070,0.0645,554,300,0,0,0,443,97,5,0.66918674,0,0.555684057,0,3.693333333,0,73.5,0,0,0,0,410,8,2,80,31,0,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,1070,0.0645,554,300,347.5,571.5,448,24,68,6,0.66918674,0.669388935,0.006504632,0.00866284,3.693333333,2.316666667,294,224,-0.066784318,0.394280024,0.510924353,16,49,7,11,0,7,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,1070,0.0645,554,300,318.5,536.5,436,29,75,7,0.66918674,0.669388935,0.006504632,0.006498471,3.693333333,2.123333333,294,218,-0.085193928,0.439530375,0.439530375,16,48,10,14,2,10,0,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,1071,0.0645,543.5,300,0,0,0,432,108,6,0.676118129,0,0.559694863,0,3.623333333,0,98,0,0,0,0,405,16,18,85,7,0,0,7,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,1071,0.0645,543.5,300,0,0,0,434,106,6,0.676118129,0,0.559694863,0,3.623333333,0,98,0,0,0,0,405,13,11,88,16,0,0,5,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,1071,0.0645,543.5,300,320.5,534.5,428,29,83,5,0.676118129,0.683911586,0.011790767,0.004502299,3.623333333,2.136666667,290,214,-0.025831138,0.349679896,0.435370851,24,57,3,21,2,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,1071,0.0645,543.5,300,322,535,426,32,82,5,0.676118129,0.683911586,0.011790767,0.011973694,3.623333333,2.146666667,290,213,-0.08386789,0.373560809,0.314644636,24,51,4,23,4,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,1072,0.0645,559.5,300,0,0,0,460,80,5,0.691501717,0,0.559072314,0,3.73,0,59.5,0,0,0,0,449,6,8,72,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,1072,0.0645,559.5,300,0,0,0,468,72,4,0.691501717,0,0.559072314,0,3.73,0,59.5,0,0,0,0,449,9,9,63,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,1072,0.0645,559.5,300,323,536,426,30,84,5,0.691501717,0.689648108,0.006029094,0.011841419,3.73,2.153333333,292.5,213,0.042155032,0.443751778,0.286605925,20,57,7,17,3,7,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,1072,0.0645,559.5,300,316,524,416,40,84,9,0.691501717,0.689648108,0.006029094,0.009684066,3.73,2.106666667,292.5,208,-0.010610009,0.406940865,0.286605925,20,47,10,18,7,9,0,7,1,0,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,1073,0.0645,549.5,300,1,3,4,387,149,7,0.688170123,0.478922804,0.513867458,0,3.663333333,0.006666667,141.5,2,nan,0.397542329,0.397542329,330,19,19,115,37,0,0,14,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,1073,0.0645,549.5,300,0,0,0,437,103,5,0.688170123,0,0.513867458,0,3.663333333,0,141.5,0,0,0,0,330,28,74,67,30,8,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,1073,0.0645,549.5,300,291.5,498.5,414,35,91,9,0.688170123,0.691008489,0.021270041,0.016923549,3.663333333,1.943333333,295,207,-0.047326154,0.480902717,0.435653468,13,58,10,12,2,9,4,2,1,4,4,1,1,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,1073,0.0645,549.5,300,285,482,394,47,99,13,0.688170123,0.691008489,0.021270041,0.015897188,3.663333333,1.9,295,197,-0.057852334,0.407153051,0.437589883,13,57,17,10,5,15,6,5,1,6,0,1,2,0,0,2,2,0,0,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,1074,0.0645,568,300,0,0,0,439,101,4,0.686645513,0,0.550199578,0,3.786666667,0,91,0,0,0,0,435,9,0,92,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,1074,0.0645,568,300,0,0,0,470,70,4,0.686645513,0,0.550199578,0,3.786666667,0,91,0,0,0,0,435,10,30,58,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,1074,0.0645,568,300,262,453,382,53,105,8,0.686645513,0.695004692,0.010769833,0.006369983,3.786666667,1.746666667,294,191,-0.019212736,0.399864093,0.366517245,22,56,18,20,9,17,1,8,2,1,1,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,1074,0.0645,568,300,297,498,402,46,92,6,0.686645513,0.695004692,0.010769833,0.010459607,3.786666667,1.98,294,201,-0.029787826,0.347489999,0.381265862,22,53,15,18,6,13,3,5,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,1075,0.0645,530,300,0,0,0,456,84,7,0.674380606,0,0.51681647,0,3.533333333,0,120,0,0,0,0,407,12,27,66,18,2,2,2,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,1075,0.0645,530,300,0,0,0,469,71,5,0.674380606,0,0.51681647,0,3.533333333,0,120,0,0,0,0,407,14,47,53,14,1,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,1075,0.0645,530,300,292.5,495.5,406,38,96,9,0.674380606,0.676379297,0.008678629,0.002334037,3.533333333,1.95,292.5,203,-0.061010598,0.351605982,0.442130352,15,58,6,15,5,6,0,5,9,0,0,9,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,1075,0.0645,530,300,299.5,511.5,424,36,80,9,0.674380606,0.676379297,0.008678629,0.003380503,3.533333333,1.996666667,292.5,212,0.021748271,0.219862864,0.306263266,15,46,11,13,5,11,2,5,2,2,0,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,1076,0.0645,550,300,0,0,0,392,148,6,0.66981888,0,0.527226438,0,3.666666667,0,141,0,0,0,0,306,25,49,115,35,0,0,8,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
